time_sim,D_sim_n1,D_sim_n2,D_sim_n3,D_sim_n4
1.2338996338110348,1.0,1.0,1.0,1.0
1.920535056220849,1.65,1.8,1.5,1.6
2.9283780263573447,2.2,2.35,1.75,2.15
4.407689199801744,2.6,2.9,1.95,2.55
6.5790210567685765,3.425,3.725,2.475,3.325
9.766100366188965,4.583333333333333,5.066666666666666,3.15,4.3
14.444093042409655,6.08,7.359999999999999,4.07,5.86
21.310447266507797,8.664285714285715,9.757142857142858,5.321428571428571,8.121428571428572
31.388876967872758,12.3,13.01,6.69,11.125000000000002
46.18198870231674,17.636666666666667,18.329999999999995,8.236666666666666,14.893333333333334
67.89530727198508,24.397727272727273,24.93409090909091,9.852272727272727,21.150000000000002
99.76610036618897,33.300000000000004,34.21774193548387,11.86935483870968,29.506451612903223
146.54602712839588,46.21063829787232,48.15531914893617,14.752127659574468,40.74574468085106
215.2095693693772,65.03405797101448,67.7913043478261,18.139855072463778,57.31376811594203
315.99386638302695,90.45792079207921,92.7217821782178,21.804950495049503,83.23217821782177
463.9249837274667,126.86452702702701,127.62770270270259,25.893918918918914,118.61858108108105
681.0581694241498,178.13663594470054,178.5251152073733,31.409216589861757,166.80368663594464
999.766100366189,248.1292452830188,251.9163522012578,38.24937106918231,236.0147798742138
1467.565367988258,350.71356837606845,355.8228632478634,45.93002136752147,337.9570512820513
2154.200790398071,494.4984716157205,500.6975982532756,55.19119359534208,482.80334788937444
3162.0437605345683,698.9676587301582,704.1613591269836,66.18447420634898,685.4400297619046
4641.354933978966,994.180730223125,1001.7493238674779,80.59702501690364,971.080223123732
6812.686790945797,1422.772869645322,1423.8266236757295,97.99230769230732,1387.736941501613
9999.766100366189,2030.875156838138,2030.628011292349,119.47049874529569,1978.4493569636193
