time,beta_n1,beta_n2,beta_n3,beta_n4
19.573417814876606,0.7077216741641535,0.7025821377561008,0.6677665310995532,0.47081784937094856
38.31186849557289,0.7310874384433113,0.7228344760710895,0.6801557759538598,0.4905622582825249
74.98942093324558,0.7455663738980493,0.7337797369992002,0.6840342237828009,0.4994058117234236
146.77992676220705,0.7566409432409956,0.7408780661791459,0.6845384493197934,0.5038033197043816
287.29848333536654,0.7655323635219662,0.7456166690326869,0.6833990026316142,0.5059049383517611
562.341325190349,0.7728766166921072,0.7487904583045194,0.6814254825665537,0.5068403537334126
1100.6941712522103,0.7789793907047864,0.750805626363657,0.6789810445087521,0.5071665753954808
2154.4346900318847,0.783983031477487,0.7518861853674109,0.6762499639993679,0.5071678916242611
4216.965034285822,0.7879771560025907,0.7521845043173672,0.6733423879852252,0.5069985246432217
8254.04185268019,0.7910532200363558,0.7518221824435501,0.6703223955297443,0.5067441175547968
16155.980984398762,0.7932935669471655,0.7509013519883793,0.6672387160572343,0.506452990505156
31622.776601683792,0.7947830407182,0.7495102701131322,0.6641240594394844,0.5061519582672808
61896.5818891261,0.7956017461814928,0.7477269267032781,0.6610056003894599,0.5058558964475943
121152.76586285901,0.7958260753028048,0.7456198332317824,0.6579043994429374,0.5055725964997667
237137.37056616554,0.7955273138677241,0.7432490642643256,0.654837169265047,0.5053057620265848
464158.8833612782,0.7947712159558296,0.7406671326246086,0.6518171812697342,0.5050567466218966
908517.575651688,0.7936178985555419,0.7379195901342133,0.6488546864561965,0.5048255640203134
1778279.410038923,0.7921219776636167,0.735045787453685,0.6459574818392834,0.504611505482718
3480700.588428413,0.7903328033915726,0.7320794725122919,0.6431312513676283,0.5044134974181125
6812920.690579622,0.7882947737415387,0.7290494113767275,0.6403799259765613,0.5042303156683113
13335214.32163324,0.7860476711493982,0.7259799589116316,0.6377059874153099,0.5040607083652585
26101572.156825386,0.7836270010532076,0.7228915859744376,0.635110732027263,0.5039034643905552
51089697.74506935,0.7810643227741338,0.719801363725769,0.6325944989206064,0.5037574485050843
100000000.0,0.7783875694678704,0.7167234061862178,0.6301568664453345,0.5036216172942205
